Agency,Mode/Type of Service Status,UZA Name,Mode,TOS,Year,UPT,VRM,Organization Type,city,state,UZA SQ Miles,UZA Population,Service Area Population,Service Area SQ Miles,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY,rank,score,tci,jobs,trips/week,routes,transit shed (mi2),%transit,population
Niagara Frontier Transportation Authority,Active,"Buffalo, NY",LR,DO,2018,4492168,910278,Independent Public Agency or Authority of Transit Service,Buffalo,NY,340.5,948864,809275,336,2.63229320215109,3225831.0,29843884.0,12.0426570940541,1.30169305631832,286,7.3,2.2,132530,1661,8,39,0.092,276688
Port Authority Transit Corporation,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2018,10789374,4589310,Independent Public Agency or Authority of Transit Service,Camden,NJ,1898.19,5696125,159726,16,8.62154375756491,12879663.0,59090442.0,10.8383393711976,2.36238135738868,168,7.9,2.6,375747,2469,1,54,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2018,91873366,67798388,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,6503894,527,17.333331680888,558352169.0,1606093033.0,24.2004341812688,8.41318942191887,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2018,88379435,60035112,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,24.7227684879892,379678065.0,1315131399.0,24.4614111990785,7.062002533205,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,DO,2018,5495136,502855,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,2.47013158235255,4137375.0,30398153.0,7.28412821419705,0.991414510289936,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,PT,2018,16011965,2111474,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,4.05279649171965,7191546.0,112937393.0,8.43414812540122,0.53706361200171,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",YR,PT,2018,2790725,1255282,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,14.8569229946427,980435.0,37020457.0,21.0631688127848,0.557828551791315,32,8.8,4.8,282108,5486,2,50,0.212,307355
Port Authority Trans-Hudson Corporation,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2018,89664393,12941314,Independent Public Agency or Authority of Transit Service,New York,NY,3248.12,19426449,3154040,226,4.87044789168203,134086782.0,552255525.0,10.0211749072654,2.43312567162522,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Staten Island Rapid Transit Operating Authority,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2018,8129661,2625350,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,490687,59,5.88013126711032,3392049.0,70411260.0,13.5547055701508,0.65299535151799,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
MTA Long Island Rail Road,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2018,105538101,66508822,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,11170342,2967,24.2579914100085,568950760.0,2135218700.0,25.4690847358046,6.7864969133796,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Cambria County Transit Authority,Active,"Johnstown, PA",IP,DO,2018,53024,2121,Independent Public Agency or Authority of Transit Service,Johnstown,PA,34.7,61521,133472,688,0.170009409201208,0.0,624492.0,30.9261625315703,0.0,378,6.9,3.0,13224,1171,8,16,0.057,18422
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",CR,DO,2018,33588140,20121896,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,13.6451616803868,74014513.0,316404808.0,16.5626148935428,3.87438447317185,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2018,93897356,17112216,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,4.17585473447432,51017856.0,240404145.0,4.14658442381391,0.879975871572353,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",SR,DO,2018,24025305,3251438,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,2.67663037207986,13646744.0,83708237.0,5.80040578057152,0.945625611295335,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",IP,DO,2018,592720,14786,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,0.116856902122191,189701.0,1372961.0,8.32243848918901,1.14990513484188,125,8.1,3.9,260426,4552,18,56,0.162,303843
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",LR,DO,2018,7328010,2184816,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,3.86183270680748,2997510.0,78494302.0,24.1981513120049,0.924069629146431,125,8.1,3.9,260426,4552,18,56,0.162,303843
Washington Metropolitan Area Transit Authority,Active,"Washington--Arlington, DC--VA--MD",HR,DO,2018,228050642,83250372,Independent Public Agency or Authority of Transit Service,Washington,DC,1294.51,5174759,4645915,1108,4.64860634833801,231416666.0,1483819870.0,11.7044756343657,1.82543095920609,11,9.1,5.3,545507,7528,20,47,0.329,670587
Maryland Transit Administration,Active,"Baltimore, MD",CR,PT,2018,9387801,6546506,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,27.7226052071806,21334830.0,158318593.0,46.8836941196747,6.31799225132868,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",HR,DO,2018,7526797,4273084,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,3.7869306614961,1254665.0,72377289.0,41.2149052300701,0.714463055814179,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",LR,DO,2018,7157617,2988643,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,4.48015089460818,2453871.0,39000686.0,11.3566060069565,0.714542460583807,96,8.3,3.5,255135,3787,12,53,0.148,584548
Pennsylvania Department of Transportation,Active,"Philadelphia, PA--NJ--DE--MD",CR,PT,2018,1533055,4179968,State Government Unit or Department of Transportation,Harrisburg,PA,1898.19,5696125,3554425,2092,64.0720751642615,21643516.0,28334581.0,53.4360662477464,40.8174151158317,400,6.8,3.3,81287,1328,15,29,0.061,50055
Virginia Railway Express,Active,"Washington--Arlington, DC--VA--MD",CR,PT,2018,4529095,2446682,Independent Public Agency or Authority of Transit Service,Woodbridge,VA,1294.51,5174759,2415555,730,31.1655338448423,13940102.0,91445138.0,62.3666755328218,9.50731594202898,949,5.2,0.7,19953,518,5,10,0.031,42663
Transportation District Commission of Hampton Roads,Active,"Virginia Beach--Norfolk, VA",LR,DO,2018,1462647,383258,Independent Public Agency or Authority of Transit Service,Hampton,VA,481.67,1451578,1150833,438,3.46411666511084,835990.0,12299924.0,16.8852018823684,1.14763797903476,1313,4.3,0.5,25708,661,3,14,0.016,137217
West Virginia University,Active,"Morgantown, WV",MG,DO,2018,1585701,518247,University,Morgantown,WV,40.7,77620,60547,12,1.80630793043567,97621.0,5365216.0,3.35262509662233,0.0610015728271459,979,5.1,1.3,26165,1132,9,9,0.027,33409
District Department of Transportation,Active,"Washington--Arlington, DC--VA--MD",SR,PT,2018,1155637,126676,State Government Unit or Department of Transportation,Washington,DC,1294.51,5174759,317779,24,0.989999278678539,0.0,11154578.0,17.8800811085909,0.0,11,9.1,5.3,545507,7528,20,47,0.329,670587
Chattanooga Area Regional Transportation Authority,Active,"Chattanooga, TN--GA",IP,DO,2018,490906,19749,"City, County or Local Government Unit or Department of Transportation",Chattanooga,TN,291.7,398569,184086,289,0.860048664408934,3396017.0,2620302.0,5.01634335401539,6.50138316425865,2003,2.8,0.5,29469,462,3,8,0.016,184149
City of Memphis,Active,"Memphis, TN--MS--AR",SR,DO,2018,302076,40112,"City, County or Local Government Unit or Department of Transportation",Memphis,TN,491.27,1056190,627200,254,1.21222107907511,128704.0,4556337.0,12.7038133714754,0.358847819237772,1599,3.6,0.5,45900,501,3,21,0.01,627640
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",LR,DO,2018,7123616,2055494,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,4.85352835875846,6666028.0,58948961.0,11.5936234537138,1.3110225736449,1103,4.8,0.7,131798,1128,4,27,0.031,857940
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",SR,DO,2018,307325,39613,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,1.08224979272476,0.0,4711320.0,7.79672629242936,0.0,1103,4.8,0.7,131798,1128,4,27,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,Active,"Atlanta, GA",HR,DO,2018,64854001,22339565,Independent Public Agency or Authority of Transit Service,Atlanta,GA,2553.04,5100112,1742072,605,7.02406728567427,43621639.0,250901225.0,8.25454242718684,1.43513316791868,247,7.5,1.9,257838,2523,10,38,0.096,494513
Metropolitan Atlanta Rapid Transit Authority,Active,"Atlanta, GA",SR,DO,2018,134398,30532,Independent Public Agency or Authority of Transit Service,Atlanta,GA,2553.04,5100112,1742072,605,0.734631193150624,36662.0,5707120.0,42.3420830056534,0.272001543186978,247,7.5,1.9,257838,2523,10,38,0.096,494513
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",HR,DO,2018,19282473,7698012,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,8.040946652485,14251496.0,134613928.0,10.1509192003321,1.07467174109841,67,8.5,2.7,293807,4935,11,42,0.084,441830
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",MG,DO,2018,8865854,1165616,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,1.09429489488554,0.0,38169816.0,5.83092289121068,0.0,67,8.5,2.7,293807,4935,11,42,0.084,441830
Jacksonville Transportation Authority,Active,"Jacksonville, FL",MG,DO,2018,843225,144942,Independent Public Agency or Authority of Transit Service,Jacksonville,FL,573.27,1247374,1264452,1807,0.950001168430998,0.0,8217779.0,27.434022039947,0.0,1728,3.4,0.4,38618,684,3,16,0.015,952608
Hillsborough Area Regional Transit Authority,Active,"Tampa--St. Petersburg, FL",SR,DO,2018,521964,75126,Independent Public Agency or Authority of Transit Service,Tampa,FL,968.94,2783045,1102787,418,1.33704178011689,0.0,2994370.0,2.33679751584011,0.0,1032,5.0,0.7,146486,991,4,29,0.019,383344
South Florida Regional Transportation Authority,Active,"Miami--Fort Lauderdale, FL",CR,PT,2018,4414030,3661627,Independent Public Agency or Authority of Transit Service,Pompano Beach,FL,1244.18,6077522,133588,32,28.2399999250515,12384094.0,122731578.0,32.8519704906211,3.31489171141496,689,5.9,0.6,132676,973,3,41,0.02,110991
City of Atlanta,Inactive,"Atlanta, GA",SR,DO,2018,179779,30245,"City, County or Local Government Unit or Department of Transportation",Atlanta,GA,2553.04,5100112,486290,132,0.939999175210966,160794.0,5589429.0,14.406561712262,0.414441025006573,247,7.5,1.9,257838,2523,10,38,0.096,494513
Central Florida Commuter Rail,Active,"Orlando, FL",CR,PT,2018,1114859,778544,State Government Unit or Department of Transportation,Tallahassee,FL,644.61,1853896,316086,110,16.7916442920196,2093237.0,66113166.0,65.9892382106404,2.08931326967954,1258,4.4,1.2,65783,777,5,20,0.026,191332
City of Kenosha,Active,"Kenosha, WI",SR,DO,2018,39569,17242,"City, County or Local Government Unit or Department of Transportation",Kenosha,WI,56.17,125865,99894,27,1.65000512137663,14843.0,380588.0,19.491344873502,0.760165932602684,895,5.3,1.3,23740,599,7,17,0.013,94295
Southwest Ohio Regional Transit Authority,Inactive,"Cincinnati, OH--KY",SR,PT,2018,485700,92052,Independent Public Agency or Authority of Transit Service,Cincinnati,OH,752.28,1686744,744901,289,1.58803932339087,364167.0,3500384.0,6.58471910788725,0.685049812638264,282,7.3,2.2,182320,2686,10,46,0.066,307294
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",HR,DO,2018,6273379,2113189,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,7.12999986752457,4045712.0,39722855.0,11.4397876130865,1.1651248638527,216,7.6,1.4,153684,2368,6,40,0.083,370278
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",LR,DO,2018,1638170,682556,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,4.76022672867018,1040707.0,12985416.0,19.6120843420987,1.57179665706609,216,7.6,1.4,153684,2368,6,40,0.083,370278
Metro Transit,Active,"Minneapolis--St. Paul, MN",CR,PT,2018,787327,599814,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,25.717071916928,323589.0,11599868.0,119.260453400504,3.326880172724,116,8.1,2.9,329428,4192,12,50,0.11,426877
Metro Transit,Active,"Minneapolis--St. Paul, MN",LR,DO,2018,24955617,5336357,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,3.58102305295925,13117881.0,93979097.0,6.36891965806475,0.888992689225925,116,8.1,2.9,329428,4192,12,50,0.11,426877
Chicago Transit Authority,Active,"Chicago, IL--IN",HR,DO,2018,225894953,73461555,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,3224925,283,5.8484563608786,154677879.0,725296800.0,6.17551691765334,1.31699996270663,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Northern Indiana Commuter Transportation District,Active,"Chicago, IL--IN",CR,DO,2018,3400197,4211197,Independent Public Agency or Authority of Transit Service,Chesterton,IN,2337.89,8671746,1060840,1970,32.7094337571291,9450519.0,61575115.0,40.3285716344126,6.1896097550752,3280,0.0,0.0,51,3,0,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,Active,"Chicago, IL--IN",CR,DO,2018,68446239,43674979,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,8615017,3947,21.5437438388588,63629147.0,538808051.0,39.2077654519985,4.63013992990007,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Detroit Transportation Corporation,Active,"Detroit, MI",MG,DO,2018,1915173,544200,Independent Public Agency or Authority of Transit Service,Detroit,MI,1284.83,3776890,92477,3,1.37999953966751,226656.0,15417695.0,25.3473784064604,0.372632575757576,482,6.5,1.1,108498,1558,6,58,0.069,637041
M-1 Rail,Inactive,"Detroit, MI",SR,PT,2018,1232181,191438,Private-Non-Profit Corporation,Detroit,MI,1284.83,3776890,21738,6,1.5,0.0,142415.0,0.319231683097297,0.0,482,6.5,1.1,108498,1558,6,58,0.069,637041
City of Milwaukee,Active,"Milwaukee, WI",SR,PT,2018,156683,14129,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,463.68,1306795,12954,1,1.11281335638949,0.0,6470242.0,13.0858679934067,0.0,217,7.6,1.9,181382,2773,7,51,0.062,573459
City of El Paso,Active,"El Paso, TX--NM",SR,DO,2018,70236,12951,"City, County or Local Government Unit or Department of Transportation",El Paso,TX,255.88,854584,772374,234,1.67021704629278,0.0,2094214.0,23.4058385676286,0.0,1354,4.2,0.7,38335,688,5,15,0.012,656547
Fort Worth Transportation Authority,Active,"Dallas--Fort Worth--Arlington, TX",CR,PT,2018,790106,1296456,Independent Public Agency or Authority of Transit Service,Fort Worth,TX,1746.9,5732354,927285,350,15.9407401160696,1812203.0,36897485.0,56.5743144305001,2.77862142457394,1481,3.9,0.6,27240,1142,2,8,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas",Active,"Houston, TX",LR,DO,2018,18806354,3509443,Independent Public Agency or Authority of Transit Service,Houston,TX,1752.69,5853575,4038849,1309,2.79437591907953,2533590.0,116651568.0,8.5330203699075,0.185331199997191,752,5.7,0.8,184921,1837,4,32,0.036,2482229
Central Oklahoma Transportation and Parking Authority,Active,"Oklahoma City, OK",SR,PT,2018,0,6819,"City, County or Local Government Unit or Department of Transportation",Oklahoma City,OK,421.73,982276,783134,283,2.22285748246761,99023.0,7607126.0,30.1403621379611,0.392341217956337,2109,2.6,0.3,32677,373,2,8,0.005,684653
New Orleans Regional Transit Authority,Inactive,"New Orleans, LA",SR,PT,2018,7747491,1219212,Independent Public Agency or Authority of Transit Service,New Orleans,LA,270.27,963212,390144,75,2.33000004463119,1536233.0,30111837.0,14.9325235913033,0.761821190591547,316,7.1,1.4,83640,1666,6,23,0.06,380408
Rock Region Metropolitan Transit Authority,Active,"Little Rock, AR",SR,DO,2018,42912,53112,Independent Public Agency or Authority of Transit Service,North Little Rock,AR,267.82,461864,204618,111,1.85072882711114,0.0,1110282.0,17.0718063841565,0.0,1811,3.2,0.2,32779,302,2,9,0.014,60050
Capital Metropolitan Transportation Authority,Active,"Austin, TX",YR,PT,2018,807869,390853,Independent Public Agency or Authority of Transit Service,Austin,TX,619.62,1809888,1359922,549,15.3576830734808,1310660.0,34842819.0,72.9964656982079,2.74586128441597,838,5.4,1.0,152170,1907,5,22,0.032,943530
